Seconds,Battery Voltage,Pitch Rate,Roll Rate,Yaw Rate,Pitch Angle,Roll Angle,G-Force,Input Throttle,Input Pitch,Input Roll,Input Yaw,M1 Throttle,M2 Throttle,M3 Throttle,M4 Throttle,Cmd Last Received ms
28.574,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
28.884,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
29.201,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
29.514,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
29.827,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
30.143,16.4,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
30.453,16.4,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
30.767,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
31.085,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
31.396,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,310
31.709,16.2,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
32.018,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
32.371,16.3,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
32.682,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
32.993,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
33.307,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
33.616,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
33.927,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,310
34.238,16.4,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
34.552,16.4,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
34.865,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
35.181,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
35.492,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
35.803,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
36.119,16.3,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
36.432,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
36.744,16.4,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
37.055,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
37.416,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
37.728,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
38.039,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,310
38.352,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
38.668,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
38.982,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
39.297,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
39.609,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
39.924,16.4,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
40.237,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
40.552,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
40.868,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
41.183,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
41.499,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
41.814,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
42.129,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
42.486,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
42.802,16.3,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
43.114,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
43.428,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
43.742,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
44.061,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
44.377,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
44.692,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
45.019,16.3,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
45.334,16.4,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
45.65,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
45.966,16.4,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
46.282,16.3,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
46.6,16.4,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
46.917,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
47.233,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
47.594,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
47.912,16.3,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
48.226,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
48.543,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
48.863,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
49.178,16.4,-1,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
49.498,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
49.813,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
50.132,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
50.449,16.3,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
50.765,16.4,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,320
51.081,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
51.397,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
51.714,16.3,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
52.034,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
52.352,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
52.713,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
53.028,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
53.344,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
53.663,16.4,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
53.982,16.4,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
54.3,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
54.619,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
54.946,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,330
55.267,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
55.589,16.3,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
55.908,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
56.226,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
56.55,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
56.868,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
57.189,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
57.507,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
57.872,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
58.188,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
58.509,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
58.829,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
59.156,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
59.476,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
59.797,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
60.121,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
60.44,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
60.76,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
61.083,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,330
61.401,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
61.722,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
62.041,16.4,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,320
62.363,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
62.683,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
63.05,16.3,0,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,370
63.372,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
63.693,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
64.014,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
64.336,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
64.671,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
64.991,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
65.312,16.4,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
65.633,16.3,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,320
65.956,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,650
66.281,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
66.602,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,320
66.925,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
67.247,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
67.572,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,330
67.897,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
68.264,16.4,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
68.585,16.3,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,320
68.91,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
69.232,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,330
69.589,16.3,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
69.892,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
70.195,16.4,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,310
70.498,16.4,-1,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
70.802,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
71.103,16.4,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,300
71.408,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
71.714,16.4,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
72.016,16.4,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0
72.325,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
72.627,16.3,-1,0,-1,2,0,1.0,0,0,0,0,0,0,0,0,310
72.931,16.4,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
73.279,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,350
73.584,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,660
73.891,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,960
74.196,16.3,0,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,1270
74.5,16.4,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,1570
74.807,16.3,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,1880
75.111,16.4,-1,-1,-1,2,0,1.0,0,0,0,0,0,0,0,0,0
75.421,16.3,0,-1,-1,2,0,1.0,8,0,0,0,8,8,8,8,0
75.672,16.3,-1,-1,0,2,0,1.0,8,0,0,0,8,8,8,8,50
75.923,16.4,0,-1,0,2,0,1.0,8,0,0,0,8,8,8,8,20
76.176,16.3,-1,-1,0,2,0,1.0,8,0,0,0,8,8,8,8,0
76.427,16.3,-1,-1,-1,2,0,1.0,8,0,0,0,8,8,8,8,30
76.679,16.3,0,-1,0,2,0,1.0,8,0,0,0,8,8,8,8,60
76.93,16.3,0,-1,-1,2,0,1.0,8,0,0,0,8,8,8,8,40
77.181,16.3,-1,-1,-1,2,0,1.0,8,0,0,0,8,8,8,8,10
77.433,16.3,0,-1,0,2,0,1.0,8,0,0,0,8,8,8,8,40
77.684,16.3,-1,-3,0,2,0,1.0,8,0,0,0,8,8,8,8,10
77.936,16.3,44,2,18,4,0,1.3,8,0,0,0,8,8,8,8,50
78.187,16.3,32,-18,30,10,1,1.0,8,0,0,0,8,8,8,8,20
78.439,16.3,-128,119,66,2,-14,0.8,8,0,0,0,8,8,8,8,50
78.69,16.3,17,-11,45,-9,-42,1.0,8,0,0,0,8,8,8,8,10
78.942,16.3,-10,-27,21,1,-49,1.1,8,0,0,0,8,8,8,8,50
79.193,16.3,3,31,4,2,-50,1.0,8,0,0,0,8,8,8,8,20
79.445,16.4,2,22,11,1,-44,1.0,8,0,0,0,8,8,8,8,50
79.696,16.3,-8,-5,0,3,-38,1.0,8,0,0,0,8,8,8,8,20
79.948,16.3,-2,3,-5,3,-37,1.0,8,0,0,0,8,8,8,8,50
80.199,16.3,0,11,-8,2,-35,1.0,8,0,0,0,8,8,8,8,30
80.451,16.3,-1,2,-1,1,-32,1.0,8,0,0,0,8,8,8,8,60
80.702,16.3,-2,-2,0,1,-32,1.0,8,0,0,0,8,8,8,8,30
80.954,16.3,-1,-9,14,1,-32,1.0,8,0,0,0,8,8,8,8,0
81.206,16.3,-1,-9,6,2,-36,1.0,8,0,0,0,8,8,8,8,40
81.457,16.3,-1,-2,2,3,-38,1.0,8,0,0,0,8,8,8,8,10
81.709,16.3,-1,2,0,3,-39,1.0,8,0,0,0,8,8,8,8,40
81.96,16.3,2,13,1,4,-35,1.0,8,0,0,0,8,8,8,8,20
82.212,16.3,23,20,-38,6,-28,1.0,8,0,0,0,8,8,8,8,60
82.463,16.3,8,11,-119,7,-25,1.0,8,0,0,0,8,8,8,8,20
82.715,16.4,16,86,120,-4,-16,1.0,8,0,0,0,8,8,8,8,0
82.967,16.3,47,73,-92,-1,12,1.0,8,0,0,0,8,8,8,8,40
83.218,16.3,-31,18,-63,4,22,0.9,8,0,0,0,8,8,8,8,10
83.47,16.4,51,88,-15,11,37,1.0,8,0,0,0,8,8,8,8,40
83.721,16.3,-16,-32,-34,17,45,1.0,8,0,0,0,8,8,8,8,20
83.973,16.3,-7,9,-14,18,37,1.0,8,0,0,0,8,8,8,8,50
84.224,16.3,-4,22,-20,19,35,1.0,8,0,0,0,8,8,8,8,40
84.475,16.3,-34,-19,-32,18,32,1.0,8,0,0,0,8,8,8,8,10
84.727,16.3,-3,15,-7,20,32,1.0,8,0,0,0,8,8,8,8,40
84.978,16.4,-6,-7,6,21,33,1.0,8,0,0,0,8,8,8,8,10
85.23,16.3,-6,-2,5,20,33,1.0,8,0,0,0,8,8,8,8,50
85.481,16.3,1,0,-3,19,33,1.0,8,0,0,0,8,8,8,8,20
85.733,16.3,1,-10,-5,19,31,1.0,8,0,0,0,8,8,8,8,0
85.985,16.4,1,-5,-4,20,28,1.0,8,0,0,0,8,8,8,8,20
86.236,16.4,-5,0,0,20,28,1.0,8,0,0,0,8,8,8,8,60
86.488,16.3,-6,6,5,19,29,1.0,8,0,0,0,8,8,8,8,20
86.74,16.3,3,-3,-2,19,30,1.0,8,0,0,0,8,8,8,8,0
86.991,16.3,-8,4,5,19,30,1.0,8,0,0,0,8,8,8,8,40
87.243,16.3,0,2,4,18,32,1.0,8,0,0,0,8,8,8,8,0
87.494,16.3,-2,-1,0,17,33,1.0,8,0,0,0,8,8,8,8,30
87.746,16.3,1,-4,-1,17,34,1.0,8,0,0,0,8,8,8,8,10
87.997,16.3,-5,6,4,17,33,1.0,8,0,0,0,8,8,8,8,40
88.249,16.4,-1,-2,4,16,36,1.0,8,0,0,0,8,8,8,8,10
88.501,16.3,1,-2,4,16,37,1.0,8,0,0,0,8,8,8,8,50
88.752,16.3,5,-8,1,16,35,1.0,8,0,0,0,8,8,8,8,20
89.004,16.4,-2,-4,0,16,34,1.0,8,0,0,0,8,8,8,8,50
89.255,16.3,-1,0,0,16,33,1.0,8,0,0,0,8,8,8,8,20
89.506,16.3,-1,-1,0,16,34,1.0,8,0,0,0,8,8,8,8,10
89.758,16.3,-3,-2,1,16,33,1.0,8,0,0,0,8,8,8,8,30
90.01,16.3,-3,0,7,15,33,1.0,8,0,0,0,8,8,8,8,0
90.261,16.3,4,6,64,15,34,1.0,8,0,0,0,8,8,8,8,40
90.513,16.3,-8,-62,-128,7,37,1.0,8,0,0,0,8,8,8,8,10
90.764,16.4,36,-78,-112,-3,18,1.0,8,0,0,0,8,8,8,8,40
91.016,16.4,12,-24,120,-11,-9,1.0,8,0,0,0,8,8,8,8,20
91.268,16.4,-3,-24,17,-5,-18,1.0,8,0,0,0,8,8,8,8,0
91.519,16.4,23,8,7,-4,-22,1.0,8,0,0,0,8,8,8,8,30
91.771,16.3,14,20,-40,3,-21,0.9,8,0,0,0,8,8,8,8,60
92.022,16.3,22,49,-33,3,-9,1.0,8,0,0,0,8,8,8,8,40
92.273,16.3,-2,7,-16,3,0,1.0,8,0,0,0,8,8,8,8,10
92.525,16.3,43,37,4,9,4,1.0,8,0,0,0,8,8,8,8,40
92.776,16.3,-5,-24,1,11,0,1.0,8,0,0,0,8,8,8,8,10
93.028,16.3,7,17,2,10,4,1.0,8,0,0,0,8,8,8,8,50
93.279,16.3,30,27,-2,11,6,1.0,8,0,0,0,8,8,8,8,30
93.532,16.4,-44,-38,-20,8,0,1.1,8,0,0,0,8,8,8,8,0
93.783,16.3,-1,-2,-3,0,-4,1.0,8,0,0,0,8,8,8,8,30
94.034,16.3,-1,1,-1,2,-2,1.0,8,0,0,0,8,8,8,8,10
94.286,16.3,-3,-13,-2,2,-1,1.0,8,0,0,0,8,8,8,8,40
94.537,16.4,1,7,-1,2,-1,1.0,8,0,0,0,8,8,8,8,10
94.789,16.3,0,0,0,2,-1,1.0,8,0,0,0,8,8,8,8,40
95.04,16.4,-1,-1,0,2,0,1.0,8,0,0,0,8,8,8,8,20
95.292,16.3,-1,-1,-1,2,0,1.0,8,0,0,0,8,8,8,8,50
95.803,16.4,0,0,-1,3,0,1.0,0,0,0,0,0,0,0,0,500
96.119,16.3,0,-1,0,2,0,1.0,0,0,0,0,0,0,0,0,0
96.434,16.4,-1,-1,0,3,0,1.0,0,0,0,0,0,0,0,0,0
96.748,16.2,-2,-4,1,3,0,1.0,0,0,0,0,0,0,0,0,320
97.065,16.3,0,1,5,3,0,1.0,0,0,0,0,0,0,0,0,0
97.379,16.3,-2,-6,-2,2,-1,1.0,0,0,0,0,0,0,0,0,0
97.692,16.3,-1,0,0,2,0,1.0,0,0,0,0,0,0,0,0,320
